scenario,workload,run_id,p50_latency_ms,p95_latency_ms,p99_latency_ms,error_rate,throughput_rps,cost_proxy,duration_sec,timestamp
s1-k8s-only,steady,28,28.75510477469592,85.73064794246352,149.54993435227226,0.004610730641773064,91.53090773448646,0.9037654220808791,300,1768360156
s1-k8s-only,steady,29,31.08929890285687,74.47586954941258,157.8761308865899,0.004854008338433907,101.8073127994859,0.9986423557091175,300,1768360156
s1-k8s-only,steady,30,27.248483856319186,72.79755049684343,152.5323544106953,0.005276688967822348,98.04337744478654,0.9405155239014229,300,1768360156
s1-k8s-only,spike,31,53.035182685438066,183.10082599718635,315.6016327439389,0.01979956639064877,97.11722256321458,1.0948927792927592,300,1768360156
s1-k8s-only,spike,32,51.03789618746617,216.59574130563422,383.6123883331109,0.02048826535816446,99.88795464931609,1.0931263293422264,300,1768360156
s1-k8s-only,spike,33,48.581340184543656,214.7642973136516,384.76059145945294,0.01968276007292377,90.49910175327685,1.0524904761517033,300,1768360156
s1-k8s-only,endurance,34,36.500684119094075,107.050977213013,178.00670629988193,0.00775011352990831,103.23080908901754,1.0722670940192094,300,1768360156
s1-k8s-only,endurance,35,33.93152486079507,90.14880168322367,167.41378689881685,0.007923611776657168,93.36721077028874,1.0200592214185968,300,1768360156
s1-k8s-only,endurance,36,33.45954539535178,100.58631184700715,169.16475965796116,0.008120013277000295,101.7310118712409,0.9551165053654194,300,1768360156
s2-serverless-only,steady,37,86.54126895810992,161.4072908508513,239.44271273422794,0.0029586861331026893,93.91588707744609,1.4317681258926391,300,1768360156
s2-serverless-only,steady,38,84.25075181528669,146.99329435039957,217.85293270443603,0.0029074908056346553,102.86332236317067,1.5580175779857033,300,1768360156
s2-serverless-only,steady,39,77.13665239482451,160.0305650616884,216.11573107855563,0.00308093271258883,107.40711183211162,1.4056524310419292,300,1768360156
s2-serverless-only,spike,40,61.9435127525865,112.34372941392249,194.72296488322277,0.009205476892601223,92.05244612278466,1.894323789165257,300,1768360156
s2-serverless-only,spike,41,57.66123776845535,127.79426646361641,186.61210772405866,0.009229804588294895,104.2868500309361,1.987932041663083,300,1768360156
s2-serverless-only,spike,42,58.99345994204352,127.91986597423306,184.91881852521394,0.009014648515478759,96.34985794806809,2.163482376618071,300,1768360156
s2-serverless-only,endurance,43,94.89273937272576,172.46469154005862,255.42013838882443,0.0047693981841895276,99.02483221944847,1.8922144444963396,300,1768360156
s2-serverless-only,endurance,44,87.02126295348705,170.97094737344804,261.49919115381476,0.004810973724096652,108.67738264102688,1.7265340630987172,300,1768360156
s2-serverless-only,endurance,45,84.82405706335187,182.81707867957846,267.2295477608519,0.004965824646420216,109.31163623811679,1.896625566307361,300,1768360156
s4-hybrid-predictive,steady,46,27.356536482095585,59.134388633237386,115.47460940394457,0.0027383354058363226,96.72777577675475,0.8728100583175398,300,1768360156
s4-hybrid-predictive,steady,47,23.234997212558376,61.50361435492285,128.68061343506366,0.00316605098181439,96.32838139210395,0.8329454660244862,300,1768360156
s4-hybrid-predictive,steady,48,22.699534437079656,54.56273054769105,127.70485878284913,0.003255445159269124,92.09620494670642,0.8970360551305958,300,1768360156
s4-hybrid-predictive,spike,49,36.86788856740718,92.97502834463853,172.3280728335505,0.008617587995739737,93.8402068583603,1.189133308238051,300,1768360156
s4-hybrid-predictive,spike,50,39.07412085848759,91.3376010087117,153.10499272966084,0.008728723117957197,96.59003835554964,1.2230870915716416,300,1768360156
s4-hybrid-predictive,spike,51,37.372761275025766,104.20465139377939,153.33248720485932,0.007819157846006449,92.31888995002288,1.2000235118317697,300,1768360156
s4-hybrid-predictive,endurance,52,29.567933751186146,63.46718490652742,118.60855573114831,0.003945660731103861,106.60792557268583,0.9524032992266346,300,1768360156
s4-hybrid-predictive,endurance,53,25.245454360621068,64.75915111581868,120.93690144835604,0.004188045140199951,103.21222524302742,1.0124147344704868,300,1768360156
s4-hybrid-predictive,endurance,54,29.74591258856944,75.54863943395522,121.69073860117835,0.0036314358298618252,103.28981780251621,1.031557307728141,300,1768360156
