scenario,workload,run_id,p50_latency_ms,p95_latency_ms,p99_latency_ms,error_rate,throughput_rps,cost_proxy,duration_sec,timestamp
s1-k8s-only,steady,1,29.937518731694883,79.113668689213,162.08646770109067,0.005458106699429124,107.04504511796561,1.0610442590093319,300,1768360137
s1-k8s-only,steady,2,28.747830398766123,72.17525821860676,161.92501785809765,0.00518445050540447,95.92751985005052,0.9077128074846965,300,1768360137
s1-k8s-only,steady,3,32.376224547916856,73.8830195303083,138.31366191252152,0.0049187375341581884,93.05093226778938,0.9632205318135202,300,1768360137
s1-k8s-only,spike,4,45.32185105981094,183.96834216929184,366.37550321512043,0.02177715041304048,96.15956877212709,1.046139701330123,300,1768360137
s1-k8s-only,spike,5,54.16074738770208,188.35610799552754,323.12876216245763,0.01833797713786502,97.57096505613995,0.9453026435673182,300,1768360137
s1-k8s-only,spike,6,53.26499240196141,193.16616939704608,363.5640556380531,0.02199795123189287,107.55144813411248,0.9201022448389089,300,1768360137
s1-k8s-only,endurance,7,37.68770280118075,92.12450509745283,163.4011404853858,0.007645341379672546,101.29080327335159,1.081083832106185,300,1768360137
s1-k8s-only,endurance,8,33.17059778390098,96.76933707060708,189.36174251156737,0.007393836877018358,96.87610489665349,1.045615342132605,300,1768360137
s1-k8s-only,endurance,9,37.642867119551816,91.17667101109329,174.31937553877592,0.007412337609671318,98.83191970042871,0.932675393912539,300,1768360137
s2-serverless-only,steady,10,87.20528924484131,147.47904985269335,225.13103854755354,0.002831122768508836,95.9856030752435,1.3523660664012866,300,1768360137
s2-serverless-only,steady,11,75.40498582805827,164.78265058118643,232.92419098175833,0.0032533012582477063,109.81133227533313,1.4867812460911027,300,1768360137
s2-serverless-only,steady,12,79.99998936508887,153.1222269687139,225.05771649663996,0.0031644894340457533,108.60052354697267,1.3947427778605541,300,1768360137
s2-serverless-only,spike,13,64.88774256436874,125.85517053332919,168.91721752023867,0.009469391504883075,104.103773840887,1.9572641774636426,300,1768360137
s2-serverless-only,spike,14,59.4984734664296,123.86611417189091,193.61027209035547,0.010002492377921066,96.68881234075215,1.983949460394263,300,1768360137
s2-serverless-only,spike,15,64.65445798622109,130.83194795366452,171.75602682075353,0.00927747621067524,92.76644096234047,2.182047225492761,300,1768360137
s2-serverless-only,endurance,16,89.7619801025183,172.78286694706063,245.46952125184401,0.005038747928620233,95.56171398908224,1.7520603699174433,300,1768360137
s2-serverless-only,endurance,17,88.03037933738922,178.0544039250952,246.42345103731904,0.005309070070114614,93.4883823322232,1.7064973016534204,300,1768360137
s2-serverless-only,endurance,18,84.79755307134057,160.84579851842634,245.86099797429742,0.004643152037812057,103.62419599767507,1.726950054922401,300,1768360137
s4-hybrid-predictive,steady,19,23.07583041711557,63.08685468195739,120.8566218606374,0.00289972554768002,92.44617394800414,0.8669144179046928,300,1768360137
s4-hybrid-predictive,steady,20,25.190769820385977,54.406684160459314,121.05691002626318,0.0030317203616655377,90.81564944098383,0.8128320123858305,300,1768360137
s4-hybrid-predictive,steady,21,22.576745292768646,60.47737999563783,120.62117675035515,0.002842509398965079,104.65499655770383,0.988184899338642,300,1768360137
s4-hybrid-predictive,spike,22,40.89931684371834,103.1830969950384,173.72781135488714,0.008121645477184919,104.77060670321538,1.149618634843665,300,1768360137
s4-hybrid-predictive,spike,23,40.65954476531738,100.20272377289336,163.80832857126455,0.00788174446256133,92.15409193064484,1.1542573096479276,300,1768360137
s4-hybrid-predictive,spike,24,38.484243430313455,92.19670895907555,171.0553262890968,0.007430110172276735,102.78276891557351,1.1437451875435682,300,1768360137
s4-hybrid-predictive,endurance,25,28.944663317683105,74.80603525961267,139.21436095058687,0.003946362033839153,98.36010868273641,0.9461472388954374,300,1768360137
s4-hybrid-predictive,endurance,26,29.739091971663115,73.02428561398048,128.34561396576757,0.004105980730097933,103.33747629291355,0.9143352055374687,300,1768360137
s4-hybrid-predictive,endurance,27,29.10421164430882,69.87083375202913,136.68831478275067,0.003845062861580192,94.41589124453887,0.9937303322678159,300,1768360137
